date,site,station_depth_m,sample_depth_m,sample_depth_category,local_time_eastern_time_zone,latitude_decimal_deg,longitude_decimal_deg,wind_speed_knots,wave_height_ft,sky,secchi_depth_m,sample_temperature_c,ctd_temperature_c,ctd_specific_conductivity_us_cm,ctd_beam_attenuation_m_1,ctd_transmission_pct,ctd_dissolved_oxygen_mg_l,ctd_photosynthetically_active_radiation_ue_m2_s,turbidity_ntu,particulate_microcystin_ug_l,dissolved_microcystin_ug_l,extracted_phycocyanin_ug_l,extracted_chlorophyll_a_ug_l,total_phosphorus_ug_p_l,total_dissolved_phosphorus_ug_p_l,soluble_reactive_phosphorus_ug_p_l,ammonia_ug_n_l,nitrate_nitrite_mg_n_l,urea_ug_n_l,particulate_organic_carbon_mg_l,particulate_organic_nitrogen_mg_l,dissolved_organic_carbon_mg_l,colored_dissolved_organic_material_absorbance_m_1_at_400nm,total_suspended_solids_mg_l,volatile_suspended_solids_mg_l
8/15/2016,WE15,4.31,0.75,Surface,11:40:00,NA,NA,5.71,0.39,cloudy,1,NA,26.5,268.4,4.3,33.7,6.73,301,NA,1.8,0.17,1.3,22.84,78.9,3.2,1.5,10.7,0.002,2.86,1.33,0.24,2.73,0.54,8,3.34
8/22/2016,WE2,5.31,0.75,Surface,09:22:00,41.7646,-83.332,3.56,1.1,sunny,0.5,NA,24.8,261.8,8.1,13.3,6.89,361,16.7,0.91,0.11,3.3499999999999996,27.32,133.7,4.9,2.1,5.8,0.002,3.61,1.96,0.31,3.05,0.6,15.93,1.95
8/22/2016,WE4,6.31,0.75,Surface,13:35:00,41.8268,-83.192,2.92,0.08,sunny,1,NA,26.5,237.6,2.9,48.8,7.73,1284,6.56,2.9099999999999997,0.13,9.52,16.66,65.3,2.9,2,9.7,0.068,2.94,1.6,0.23,2.29,0.37,7.5,4.02
8/22/2016,WE6,2.74,0.75,Surface,10:29:00,41.7058,-83.3859,2.11,0.9,sunny,0.3,NA,24.3,285.8,15.2,2.3,8.09,159,35.6,21.259999999999998,0.24000000000000002,28.59,100.32,280,5.7,1.2,54.3,0.002,7.51,5.98,0.92,4.14,1.16,34.1,14.42
8/22/2016,WE8,4.62,0.75,Surface,08:22:00,41.8361,-83.3599,8.94,0.83,sunny,0.5,NA,24.6,259.9,5.5,25.1,7.33,207,11.8,0.54,0.13,4.59,42.77,131.9,4.9,1,5,0.002,3.69,2.21,0.29,2.92,0.9,12.8,5.55
8/22/2016,WE9,2.29,0.75,Surface,10:03:00,41.7185,-83.4222,2.69,1.04,sunny,0.3,NA,24.1,360.5,14.2,2.9,7.31,177,30.9,5.55,0.5700000000000001,16.330000000000002,82.76,236,19.5,9.9,3,0.646,11.62,2.42,0.45,5.19,1.58,28.8,10.82
8/22/2016,WE12,6.45,0.75,Surface,11:02:00,41.7047,-83.255,1.22,0.91,sunny,1,NA,25.1,248.6,5.3,26.6,7.49,962,6.26,0.13,0.1,0.23,7.42,30.1,3.9,1.7,3.1,0.002,2.72,0.78,0.12,2.4,0.46,4.9,1.97
8/22/2016,WE13,8.89,0.75,Surface,12:57:00,41.7421,-83.1366,2.92,0.43,sunny,1,NA,26.3,226.3,3.6,40.3,7.46,1290,7.09,0.63,0.12000000000000001,5.85,18.18,32.1,3.3,2.1,5.9,0.019,2.73,1.26,0.2,2.2,0.3,9.13,2.77
8/22/2016,WE15,4.27,0.75,Surface,12:05:00,41.6181,-83.0132,2.01,0.63,partly cloudy,0.8,NA,25,263.5,5.2,27.1,6.99,283,6.93,0.58,0.1,1.45,12.22,33.4,3.1,0.7,7.4,0.002,3.12,1.19,0.18,2.72,0.53,7.23,2.64
8/29/2016,WE2,5.51,0.75,Surface,08:20:00,41.7642,-83.3297,11.91,2.12,sunny,0.5,NA,25,253.2,7,17.2,8.11,164,14.6,0.13,0.13,0.6699999999999999,11.47,54.7,21.3,12.1,22.5,0.002,6.88,1.23,0.17,3.11,0.56,16.4,0.77
8/29/2016,WE4,8.74,0.75,Surface,11:30:00,41.8302,-83.1904,14,2.1,sunny,0.5,NA,25.4,259.7,4.8,30.7,6.71,1037,8.38,0.24000000000000002,0.19,0.96,9.97,37.8,16.6,7.3,47.9,0.002,8.68,1.02,0.16,3.17,0.67,9.47,0.54
8/29/2016,WE6,3.09,0.75,Surface,09:26:00,41.707,-83.3838,13.53,2.34,sunny,0.1,NA,25.3,291.3,16.4,1.7,7.31,156,36.7,0.8700000000000001,0.38,5.48,71.13,102.9,7.8,18.3,16.3,0.002,8.18,5.15,0.7,4.75,1.39,39.27,9.88
8/29/2016,WE8,4.95,0.75,Surface,12:20:00,41.8356,-83.3579,11.08,2.24,sunny,0.5,NA,25.5,248.2,11.6,7.1,7.38,700,18.8,0.37,0.24000000000000002,2.2,22.88,61.6,13.1,4.3,5.8,0.002,4.49,2.14,0.31,3.51,0.7,18.2,2.88
8/29/2016,WE9,2.79,0.75,Surface,09:05:00,41.7188,-83.4212,13.65,2.27,sunny,0.3,NA,25.7,439.3,16.6,1.6,7.98,107,34.9,0.61,0.49,3.67,50.69,159.6,48.1,25.5,94.7,1.055,33.42,3.37,0.59,5.78,2.19,39.4,5.81
8/29/2016,WE12,6.74,0.75,Surface,10:05:00,41.7043,-83.2668,12.450000000000001,2.72,sunny,0.3,NA,25.2,237.4,7.1,17.3,6.86,672,11.4,0.1,0.1,0.3,10.35,41.5,10.4,5,42.3,0.002,2.62,0.99,0.15,2.48,0.39,12.93,1.67
8/29/2016,WE13,9.15,0.75,Surface,10:55:00,41.7448,-83.133,15.94,2.08,sunny,0.5,NA,25.4,231.6,6,22.4,7.88,954,10.3,0.47000000000000003,0.12000000000000001,1.04,14.16,35.8,5.2,1.8,19.5,0.002,3.98,0.69,0.1,2.41,0.44,11.47,0.81
9/6/2016,WE2,5.33,0.75,Surface,08:23:00,41.7626,-83.3311,9.129999999999999,0.75,clear,0.3,NA,23.6,268,12.8,4.1,7.84,40,26,0.1,0.12000000000000001,0.43000000000000005,8.05,62.4,16.9,20.4,52.4,0.07300000000000001,10.370000000000001,1.25,0.26,3.36,0.83,25.55,1.21
9/6/2016,WE4,8.58,0.75,Surface,12:27:00,41.8318,-83.1935,7.970000000000001,0.77,sunny,1,NA,24.6,244.3,2.8,50,8.49,1378,5.34,0.24000000000000002,0.1,3.51,16.5,30.2,6.8,3.3,7.8,0.20800000000000002,4.319999999999999,1.34,0.28,2.39,0.48,6.6,0.32
9/6/2016,WE6,2.47,0.75,Surface,09:25:00,41.7038,-83.3863,8.11,0.87,sunny,0.3,NA,23.6,351.2,13.3,3.6,8.28,74,30.3,2.3,0.36,10.129999999999999,51.61,112.5,17.2,6.4,3.3,0.192,15.48,3.29,0.63,4.74,1.46,56.8,4.92
9/6/2016,WE8,5.06,0.75,Surface,13:13:00,41.832,-83.3593,5.05,0.48,sunny,0.3,NA,24.7,287.7,11.2,6.1,7.71,500,27,1.27,0.32,22.55,44.09,110.4,23.9,11,20.7,0.043000000000000003,8.370000000000001,3.76,0.66,3.92,1.16,25.3,6.12
9/6/2016,WE9,2.24,0.75,Surface,09:04:00,41.717,-83.4256,9.29,0.88,sunny,0.3,NA,24.2,471.9,19.6,0.7,7.62,28,44,2.8699999999999997,0.5,9.729999999999999,60.26,211,64.5,34.9,24.9,0.534,28.67,4.5,0.87,6.67,2.22,39.2,8.32
9/6/2016,WE12,6.4,0.75,Surface,10:01:00,41.7026,-83.2558,6.48,0.69,sunny,0.4,NA,23.7,266,9.1,10.4,6.67,85,18.5,0.2,0.15000000000000002,0.6599999999999999,14.69,60.2,12.8,6.9,15.3,0.002,4.99,1.21,0.23,2.86,0.59,18.15,1.91
9/6/2016,WE13,8.75,0.75,Surface,11:50:00,41.7406,-83.138,6.03,0.75,sunny,0.4,NA,24.5,256.9,10.2,7.9,6.69,559,18.4,0.11,0.1,0.8200000000000001,10.69,67.6,25.8,9.8,27.3,0.015,6.46,1.25,0.22,2.68,0.34,18.5,1.71
9/6/2016,WE15,4.31,0.75,Surface,11:00:00,41.6174,-83.0125,5.6499999999999995,0.63,sunny,0.8,NA,24.2,282.5,5.6,24.7,7.86,533,11.7,0.1,0.13,0.51,12.94,50.3,14.5,7.4,57,0.013000000000000001,4.76,0.88,0.17,2.82,0.48,11.25,1.16
9/12/2016,WE2,5.46,0.75,Surface,08:25:00,41.7632,-83.3315,8.84,0.91,sunny,0.3,NA,23.2,279.9,10.6,7,6.84,179,19.7,0.37,0.13,0.71,22.16,87.2,27.2,15.9,39,0.048,8.239999999999998,1.44,0.3,3.06,0.68,22.4,0.35
9/12/2016,WE4,NA,0.75,Surface,12:29:00,41.826,-83.1925,5.05,1.05,sunny,1.5,NA,23.8,250.2,2.8,49.3,8.52,1630,5.05,0.1,0.1,0.8300000000000001,7.97,30.8,6.8,3.4,47.9,0.1,12.4,0.73,0.12,2.36,0.42,6.67,0.34
9/12/2016,WE6,2.56,0.75,Surface,09:27:00,41.7039,-83.3853,8.92,0.46,sunny,0.5,NA,22.8,343.2,6.6,19.1,8.73,365,14.2,2.4499999999999997,0.32999999999999996,8.44,55.32,93.8,19,7.2,8.8,0.05,16.439999999999998,2.56,0.73,3.45,1.26,16.33,2.81
9/12/2016,WE8,NA,0.75,Surface,13:12:00,41.8322,-83.3589,4.08,1.02,sunny,0.5,NA,24,271.3,4.1,36.1,7.36,1216,8.25,0.22,0.22,1.6,10.85,76.8,37.4,21.7,42.7,0.098,13.139999999999999,1.09,0.21,2.34,0.56,9.93,0.55
9/12/2016,WE9,2.4,0.75,Surface,09:06:00,41.3587,-83.2117,8.75,0.46,sunny,0.3,NA,23.2,373.9,13.4,3.5,8.13,156,23.7,1,0.46,7.23,46.46,157.9,39.3,27.8,37.2,0.24700000000000003,18.979999999999997,2.91,0.54,3.52,1.3,28.53,4.08
9/12/2016,WE12,6.46,0.75,Surface,10:04:00,41.7021,-83.2706,9.1,0.97,sunny,0.3,NA,23,263.8,8.2,12.9,8.31,525,16.7,0.1,0.1,0.25,4.77,74.3,23.4,16.4,35.1,0.011,13.629999999999999,0.71,0.11,2.14,0.51,17.97,1.31
9/12/2016,WE13,8.8,0.75,Surface,NA,NA,NA,7,0.87,NA,NA,NA,23.8,230.7,5.4,25.7,7.97,1276,8.53,0.17,0.1,0.69,6.64,37.2,3.3,2,24.1,0.138,12.41,0.77,0.13,1.68,0.24,7.09,0.72
9/12/2016,WE15,4.2,0.75,Surface,11:04:00,41.6167,-83.0109,6.1499999999999995,0.89,sunny,0.8,NA,23.6,262.2,3,46.7,7.07,1260,5.54,0.24000000000000002,0.12000000000000001,0.65,7.42,38.7,10.5,5.7,12.3,0.002,10.739999999999998,0.62,0.12,2.43,0.41,7.16,1.09
9/19/2016,WE2,5.11,0.75,Surface,08:27:00,41.7628,-83.3314,5.89,0.73,sunny,0.5,NA,22.2,271.1,8.7,11.4,8.35,83,16.5,0.21000000000000002,0.13,0.31,5.52,65.9,26.5,16.8,36.6,0.057,7.76,0.82,0.16,2.74,0.48,31.93,0.48
9/19/2016,WE4,10.75,0.75,Surface,12:56:00,41.8265,-83.1893,2.92,0.08,sunny,1,NA,23.8,267.5,3.2,44.9,6.62,533,12.7,0.1,0.27,42.24,52.96,99.7,17.3,12.6,22.6,0.07,5.08,4.13,0.74,2.76,0.5,13.27,6.41
9/19/2016,WE6,2.55,0.75,Surface,09:26:00,41.7044,-83.387200000000007,4.45,0.74,sunny,0.8,NA,21.9,377.5,5.3,26.3,8.11,45,9.71,1.81,0.28,6.02,39.76,66.7,15,6.2,2.6,0.064,13.709999999999999,2.46,0.44,4.6,1.27,11.13,2.41
9/19/2016,WE8,4.89,0.75,Surface,13:40:00,41.8337,-83.3587,2.92,0.26,sunny,0.5,NA,24,292.1,3.7,39.6,8.02,1144,6.52,0.15000000000000002,0.12000000000000001,2.8899999999999997,16.63,50,16.6,10.5,0.4,0.019,4.05,1.24,0.19,3.26,0.64,7.3,1.54
9/19/2016,WE9,2.52,0.75,Surface,09:04:00,41.3592,-83.2114,6.26,0.73,sunny,0.5,NA,22.4,503.6,10.9,6.6,7.76,30,17.9,0.2,0.14,0.69,14,122,64.2,36.4,110.9,0.5790000000000001,30.419999999999998,2.64,0.22,4.86,1.67,19.47,1.61
9/19/2016,WE12,6.5,0.75,Surface,10:14:00,41.7032,-83.2553,3.19,0.7,sunny,0.8,NA,22.7,262.3,5.8,23.4,6.84,117,19.4,0.27,0.1,0.61,8.25,53.6,15.8,10.8,6.6,0.034999999999999996,3.62,1.03,0.18,2.54,0.41,13.13,0.88
9/19/2016,WE13,8.89,0.75,Surface,12:06:00,41.7429,-83.1378,0.97,0.44,sunny,0.5,NA,23.5,248.9,5.5,25,7.86,1028,11,0.13,0.1,1.1400000000000001,12.17,47.2,15.3,10.8,11,0.112,4.29,1.14,0.23,2.38,0.3,10.84,1.21
9/19/2016,WE15,4.39,0.75,Surface,11:14:00,41.6181,-83.0125,1.77,0.63,sunny,1,NA,23,281.8,2,60.1,7.69,149,4.38,0.33999999999999997,0.15000000000000002,0.56,5.07,33,18.3,10.3,32.7,0.028999999999999998,6.87,0.64,0.11,2.67,0.66,5.47,0.41
9/28/2016,WE2,4.93,0.75,Surface,08:21:00,41.762,-83.3314,12.639999999999999,1.56,cloudy/rain,0.8,NA,19.7,269.6,4.3,33.9,8.05,5,9.02,0.1,0.16,0.09,3.93,45.6,16.4,9.2,32.7,0.011,19.03,0.53,0.09,2.78,0.45,8.8,NA
9/28/2016,WE4,8.18,0.75,Surface,12:36:00,41.8264,-83.1906,15.94,1.28,cloudy,1,NA,20.5,233.8,3.9,37.5,8.4,192,7.66,0.1,0.1,0.01,2.84,25.1,5.6,4.4,23.8,0.258,6.970000000000001,0.51,0.09,2.07,0.21,8.75,0.15
9/28/2016,WE6,2.35,0.75,Surface,09:22:00,41.7036,-83.3829,5.44,0.65,rain,1,NA,18.2,398.6,4.9,29.7,7.67,10,11.5,0.32,0.13,1.85,11.29,60,23.7,11.2,49,0.194,14.47,1.15,0.2,4.68,1.17,13.53,1.97
9/28/2016,WE8,4.98,0.75,Surface,13:18:00,41.8328,-83.357,17.110000000000003,2.06,cloudy,0.5,NA,19.9,326.3,6.5,19.4,8.97,34,10.4,0.1,0.14,0.51,7.56,64.9,27,12.4,37,0.003,10.06,1.14,0.2,3.9,0.88,12.07,1.55
9/28/2016,WE9,2.11,0.75,Surface,09:02:00,41.3591,-83.2107,9.03,0.81,rain,0.5,NA,19.4,393.1,14.7,2.5,7.79,3,14.5,0.18,0.2,1.3900000000000001,15.25,103.1,32.5,18.7,53.3,0.195,9.77,1.53,0.25,4,1.19,27,3.01
9/28/2016,WE12,6.11,0.75,Surface,10:11:00,41.7027,-83.2564,5.1499999999999995,0.7,rain,0.8,NA,20,269.8,7.7,14.5,8.84,47,18.1,0.52,0.16,0.15000000000000002,6.61,58,20.1,11.9,16,0.012,13.5,0.78,0.13,2.99,0.43,14.52,1.69
9/28/2016,WE13,8.74,0.75,Surface,12:00:00,41.7439,-83.1353,15.94,1.13,cloudy,0.5,NA,20.5,257.2,9.4,9.6,7.68,109,NA,0.1,0.11,0.11,3.41,72.6,27.2,18.3,26.6,0.09899999999999999,11.3,0.83,0.14,2.37,0.37,17.08,1.73
9/28/2016,WE15,4.13,0.75,Surface,11:12:00,41.6191,-83.0116,10.52,0.63,cloudy,1.5,NA,19.8,281,2.2,57,8.93,250,3.99,0.1,0.1,0.036,2.27,33.3,19,11.1,30.7,0.002,9.78,0.44,0.07,2.61,0.43,5.18,0.66
10/3/2016,WE2,5.31,0.75,Surface,08:22:00,41.7638,-83.3306,3.2800000000000002,0.4,foggy,0.5,NA,18.3,289.2,12.9,3.9,8.2,28,22.8,0.37,0.22,0.05,3.91,75.9,25.6,15.1,36.6,0.079,9.52,1.01,0.17,2.97,0.48,18.07,0.95
10/3/2016,WE4,8.49,0.75,Surface,12:56:00,41.827,-83.1921,2.92,0.67,foggy,0.8,NA,18.3,225,6,22.4,8.08,262,9.2,0.1,0.1,0.06,2.71,38.2,12.2,8.4,38.9,0.266,9.62,0.57,0.08,1.96,0.14,9.6,0.69
10/3/2016,WE6,2.59,0.75,Surface,09:31:00,41.7056,-83.3865,4.35,0.41,foggy,0.8,NA,18,372.5,5.1,27.6,7.7,106,10.5,0.27,0.29000000000000004,0.74,7.46,69.1,37.4,19.2,74.2,0.28700000000000003,21.17,0.78,0.17,4.11,0.94,8.2,0.68
10/3/2016,WE8,4.73,0.75,Surface,13:37:00,41.8348,-83.3616,2.92,0.26,cloudy/little fog,0.8,NA,18.9,279.7,5.5,25.2,8.43,165,9.33,0.1,0.16,0.15000000000000002,3.51,54.4,28.5,15.2,73.8,0.15700000000000003,16.29,0.55,0.1,3.12,0.55,9.44,1.37
10/3/2016,WE9,2.3,0.75,Surface,09:07:00,41.7178,-83.4225,5.7700000000000005,0.39,foggy,0.5,NA,19,583.3,11.5,5.7,7.73,43,21.4,0.11,0.23,0.24000000000000002,7.69,136.1,72.5,39.6,47.1,1.52,58.690000000000005,1.19,0.2,5.85,2.34,16.8,2.95
10/3/2016,WE12,6.48,0.75,Surface,10:24:00,41.7037,-83.2719,5.04,0.43,foggy,0.3,NA,18.7,280.8,18.8,0.9,7.75,51,34.6,0.17,0.26,0.16,4.86,105.3,27.6,15.7,25.3,0.06899999999999999,9.28,1.34,0.2,2.93,0.51,31.6,2.77
10/3/2016,WE13,8.77,0.75,Surface,12:13:00,41.7429,-83.1388,1.94,0.45,foggy,0.3,NA,19.1,282,20.3,0.6,8.39,53,43.8,0.14,0.22,0.3,8.09,132.3,45.9,26.1,22.9,0.126,12.950000000000001,1.66,0.27,3.28,0.61,35.47,3.95
10/3/2016,WE15,4.32,0.75,Surface,11:24:00,41.6191,-83.0143,4.67,0.53,foggy,1.3,NA,18.7,280.5,2.8,50,7.24,276,4.94,0.33999999999999997,0.1,0.02,1.88,39.7,23.3,13.6,53.8,0.021,6.470000000000001,0.32,0.05,2.79,0.41,4.94,0.46
10/11/2016,WE2,5.31,0.75,Surface,08:25:00,41.7625,-83.3302,15,1.28,cloudy,0.5,NA,16.8,310.4,10.4,7.4,8.87,66,19.9,0.16,0.18,0.41000000000000003,7.69,77.4,30.5,18.5,24,0.228,7.01,1.12,0.18,3.12,0.66,21,1.61
10/11/2016,WE4,8.54,0.75,Surface,12:50:00,41.8256,-83.1933,10,0.65,sunny,1.3,NA,17.4,223.2,2.4,55.5,8.81,1369,4.1,0.1,0.1,0.07,2.77,16.9,2.8,2.3,23.1,0.263,2,0.48,0.08,1.83,0.22,4.75,0.7
10/11/2016,WE6,2.62,0.75,Surface,09:40:00,41.7034,-83.3853,13,0.43,cloudy,0.4,NA,16,338.6,5.7,24,9.77,116,10.4,0.13,0.24000000000000002,0.07,6.57,60.6,27.9,14.5,24.8,0.323,5.26,2.42,0.23,3.38,0.72,12.4,1.94
10/11/2016,WE8,5.02,0.75,Surface,13:44:00,41.8328,-83.357,10,0.63,sunny,0.5,NA,17.7,300.4,6.4,20.2,8.58,846,12.6,0.38,0.21000000000000002,3.8899999999999997,13.83,59.6,29,13.9,4.3,0.19,3.63,1.43,0.22,3.09,0.61,12.17,3.17
10/11/2016,WE9,2.42,0.75,Surface,09:20:00,41.717,-83.424,13,0.4,mostly cloudy,0.3,NA,16.5,431.5,12.5,4.4,9.65,65,21.6,0.18,0.29000000000000004,0.26,8.49,104,41.9,22.8,56.2,0.7799999999999999,12.55,1.28,0.21,4.15,1.28,25.73,3.47
10/11/2016,WE12,6.47,0.75,Surface,10:23:00,41.7049,-83.2662,15,1.07,cloudy,0.4,NA,17,307.7,11.5,5.6,8.13,192,19.3,0.1,0.19,0.3,5.82,71.4,32,19.3,18.7,0.134,6.78,0.95,0.16,3.09,0.65,19.73,2.34
10/11/2016,WE13,8.76,0.75,Surface,12:21:00,41.7418,-83.1375,10,0.95,sunny,0.5,NA,17.7,189.2,10.4,7.8,8.75,685,16.6,0.1,0.11,0.16,2.9,55.4,23.8,20.1,31.8,0.301,8.450000000000001,0.76,0.12,2,0.29,17.12,1.79
10/11/2016,WE15,4.27,0.75,Surface,11:27:00,41.6173,-83.0128,15,0.87,sunny,1,NA,17.2,273.4,4.6,34.1,8.81,958,6.99,0.1,0.14,0.06,2.65,44.9,31.2,19.3,65.5,0.09899999999999999,4.72,0.37,0.06,2.5,0.35,7.05,0.84
10/17/2016,WE2,5.2,0.75,Surface,08:50:00,41.7626,-83.3318,14,1.3,mostly sunny,0.8,NA,16.5,307.1,5.4,25.7,8.29,145,10.9,0.1,0.15000000000000002,0.24000000000000002,5.2,57.6,29.2,14.2,13.3,0.111,4.99,0.6,0.11,3.1,0.7,11.2,0.51
10/17/2016,WE4,8.12,0.75,Surface,09:34:00,41.8252,-83.1963,14,1.64,mostly sunny,1.3,NA,16.7,234.2,2.6,52,8.3,305,4.14,0.1,0.1,0.03,3.95,16,3.6,1.7,27.4,0.265,2.46,0.35,0.07,2,0.23,4.2,0.52
10/17/2016,WE6,2.4,0.75,Surface,13:00:00,41.7038,-83.3875,18.08,0.91,sunny,1.8,NA,17.3,412.8,1.9,62.1,8.25,1019,3.78,0.1,0.19,0.16,3.57,51.1,41.4,18.3,46.2,0.584,11.54,0.37,0.08,3.86,1.13,3.77,0.69
10/17/2016,WE8,4.53,0.75,Surface,08:13:00,41.8328,-83.3605,14,1.3,mostly cloudy,1.5,NA,16.6,311.7,2.5,53.4,8.13,77,5.01,0.1,0.15000000000000002,0.07,2.19,46.2,32,17.4,26,0.251,8.61,0.34,0.07,3.09,0.72,3.83,1.14
10/17/2016,WE9,2.53,0.75,Surface,13:25:00,41.7174,-83.423,17.110000000000003,0.86,sunny,0.5,NA,17.4,411,8.1,13.3,8.01,472,18.1,0.1,0.15000000000000002,0.12000000000000001,7.55,79.6,33.5,16.2,97,0.5780000000000001,9.98,0.87,0.15,3.73,1.13,18.5,2.64
10/17/2016,WE12,6.36,0.75,Surface,12:08:00,41.7019,-83.2563,17.110000000000003,1.1,cloudy,0.4,NA,16.7,292.9,6.3,20.7,8.23,728,10.3,0.1,0.12000000000000001,0.24000000000000002,5.26,53.2,24.7,13.6,9.8,0.062,3.73,0.63,0.12,2.86,0.58,10.63,1.44
10/17/2016,WE13,8.73,0.75,Surface,10:16:00,41.741,-83.1371,14,1.58,mostly sunny,0.8,NA,16.9,246.9,4.7,31.2,8.07,211,7.73,0.1,0.1,0.11,4.28,32.6,9.6,6.7,17.8,0.344,6.91,0.5,0.1,2.44,0.3,7.4,1.09
10/17/2016,WE15,4.17,0.75,Surface,10:17:00,41.6151,-83.013,19.05,1.16,mostly sunny,1.5,NA,16.7,286.9,1.9,62.1,8.24,954,3.82,0.1,0.1,0.03,1.56,34.8,23.4,13.2,151,0.07500000000000001,5.21,0.26,0.04,2.57,0.44,3.08,0.6
3/23/2017,WE2,5.18,0.75,Surface,11:29:00,41.7654,-83.332,NA,2.34,mostly sunny,0.5,NA,2.4,855.9,8.1,13.2,11.37,1053,18.7,NA,NA,0.01,1.27,56.02,23.36,11.88,138.16,1.01,0.9,0.72,0.12,2.44,0.695,16.52,1.02
3/23/2017,WE6,2.96,0.75,Surface,12:35:00,41.7055,-83.3853,NA,1.98,sunny,0.2,NA,2.9,480.2,24.3,0.2,11.64,251,50.4,NA,NA,0.12000000000000001,4.51,168.37,46.64,31.35,95.91000000000001,2.8909999999999996,0.9,1.76,0.26,4.13,2.026,52.24,4.3
3/23/2017,WE8,NA,0.75,Surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,0.01,0.77,49.18,22.73,10.639999999999999,167.29,0.9580000000000001,19.36,0.58,0.11,2.42,0.69,11.44,1.7
3/23/2017,WE9,2.98,0.75,Surface,12:10:00,41.7162,-83.4231,NA,1.98,sunny,0.2,NA,3.6,496.1,14.9,2.4,9.57,384,30.2,NA,NA,0.28,21.64,142.23,52.61,29.54,91.49000000000001,4.797,23.12,1.77,0.3,5.96,3.516,27.72,4.58
4/25/2017,WE2,5.73,0.75,Surface,08:42:00,41.7628,-83.3272,14,1.18,cloudy,0.3,NA,13.2,450.6,24,0.3,8.43,23,49.3,NA,NA,0.14,4.1,165.04,37.3,24.19,68.43,2.074,18.82,1.64,0.23,3.97,1.936,48.9,7.56
4/25/2017,WE4,8.72,0.75,Surface,11:57:00,41.8269,-83.191,12.05,0.74,mostly cloudy,0.8,NA,11.8,258.4,4.9,29.3,11.19,852,9.43,NA,NA,0.02,2.89,35.75,14.82,2.3499999999999996,337.51,0.8310000000000001,11.84,0.55,0.09,2.19,0.479,11.04,1.97
4/25/2017,WE6,2.97,0.75,Surface,09:53:00,41.7066,-83.3858,14,1.04,cloudy,0.3,NA,13.6,464.9,35.5,0,8.67,3,118,NA,NA,0.33999999999999997,4.4,325.19,76.65,53.190000000000005,277.85,3.985,26.35,1.64,0.28,5.52,3.694,111,11.86
4/25/2017,WE8,4.86,0.75,Surface,12:45:00,42.002,-83.3576,12.05,0.67,mostly sunny,0.3,NA,13.6,364.3,15,2.3,8.59,411,26,NA,NA,0.08,6.2,89.83,23.64,6.159999999999999,328.69,1.068,11.84,0.57,0.09,3.13,1.315,31,3.63
4/25/2017,WE9,2.59,0.75,Surface,09:24:00,41.7185,-83.4221,14,1.1,cloudy,0.3,NA,13.9,442.3,32.5,0,8.23,6,62.1,NA,NA,0.33999999999999997,18.65,246.86,66.34,43.05,115.82,4.482,26.88,2.89,0.42,6.57,4.299,59.2,7.46
4/25/2017,WE12,6.62,0.75,Surface,10:32:00,41.7052,-83.256,11.08,1.09,cloudy,0.3,NA,12.8,444.4,28.2,0.1,8.52,14,58.8,NA,NA,0.16,2.82,219.04,69.78,41.55,2108.7,3.883,22.05,1.24,0.2,5.43,3.704,53.1,2.36
4/25/2017,WE13,8.88,0.75,Surface,11:13:00,41.7386,-83.1301,11.08,0.85,cloudy,0.8,NA,12.1,402.5,5,28.6,8.49,650,6.88,NA,NA,0.03,4.59,39.91,7.14,2.68,310.53,0.616,12.91,2.45,0.42,2.4,0.661,10.9,0.69
5/8/2017,WE2,5.7,0.75,Surface,08:34:00,41.7643,-83.332,9.91,1.72,clear,0.5,NA,10.8,292.6,7.7,14.7,9.47,350,14.8,NA,NA,0.02,2.02,55.34,17.74,7.74,68,0.739,10.76,1.09,0.19,2.31,0.607,13.7,1.62
5/8/2017,WE4,8.66,0.75,Surface,11:37:00,41.8268,-83.1947,5.05,0.93,clear,0.8,NA,10.9,254.7,4.6,31.9,8.97,1330,8.14,NA,NA,0.01,1.99,28.34,10.05,4.52,71.07,0.646,7,0.49,0.07,1.89,0.295,7.88,1.18
5/8/2017,WE6,3.03,0.75,Surface,09:40:00,41.7058,-83.3864,7,1.48,clear,0.1,NA,10.1,304.5,33.6,0,8.25,0,230,NA,NA,0.7899999999999999,5.27,677.47,104.85,82.99000000000001,160.35000000000002,4.716,37.63,0.58,0.09,8,6.444,201.5,18.56
5/8/2017,WE8,5.1,0.75,Surface,12:19:00,41.8341,-83.3606,5.05,0.93,clear,0.4,NA,12.5,352.8,8.1,13.1,8.59,493,19.5,NA,NA,0.08,2.97,76.38,23.85,13.16,100.11,1.764,17.21,0.4,0.06,3.49,1.812,12.87,1.85
5/8/2017,WE9,2.68,0.75,Surface,09:16:00,41.7183,-83.4237,9.91,1.25,clear,0.1,NA,10.4,291.9,35.3,0,7.75,0,291,NA,NA,0.9,6.64,806.64,120.56,94.7,160.41,4.826999999999999,45.160000000000004,6.39,0.8,7.78,6.828,262.7,25.36
5/8/2017,WE12,6.83,0.75,Surface,10:20:00,41.7039,-83.2545,7,1.81,clear,0.2,NA,11,358,17,1.4,9.02,196,34.3,NA,NA,0.09,3.31,107.63,31.57,22.779999999999998,60.46,1.615,11.84,0.71,0.11,3.32,1.654,30.28,3.02
